req_id,comment_id,text,prediction,confidence,status,label
1,UgxgRQLLH41ntPGYJPh4AaABAg,ကြိုက်ပြန်ရော❤,Fear,0.3405703902244568,PENDING,
1,UgwrfVXQxyFGpEX6s7l4AaABAg,ငါ့ကောင်လေးတွေ မိုက်တယ်ကွာ သားလေးတို့ရာ,Joy,0.3815201222896576,PENDING,
1,Ugzm7JzW5_pa01Y7tkp4AaABAg,D လို music type မျိုး ဘယ်လို ခေါ်လဲ ဗျ ကြိုက်လို့ တခြားဟာတွေ လည်း နားထောင်ချင်လို့🎉,Surprise,0.39510005712509155,PENDING,
1,UgwmYDNTerm0pDpmSjl4AaABAg,intro တီးလုံးက မယ်တင်နဲ့ဆင်တယ်နော်,Surprise,0.40226539969444275,PENDING,
1,UgwqQuaxGnMokiJr-PZ4AaABAg,အခုလိုသီချင်းလိုပုံစံမျိုးလေးအကိုတို့စစပေါ်လာတဲ့ပုံစံလေးကိုဘဲအရမ်းကြိုက်ပါတယ် အခုလိုပုံစံလေးပြန်ထွက်လာတာအရမ်းဝမ်းသာတယ်ဗျာနားထောင်ရတာ ဂီတကိုကန့်သတ်ချင်တာမဟုတ်ပါဘူးဗျာ ကျွန်တော့်အ​ကြိုက်လေးပေါ့,Neutral,0.4128487706184387,PENDING,
1,Ugx9fWbmfEOgvlZTny94AaABAg,သီချင်းကဘာအမျိုးအစားလဲ,Surprise,0.42009979486465454,PENDING,
1,UgxfLbdeoQgcPJ9vaX14AaABAg,ဒီသီချင်းလေးနားထောင်ရတာဗဒင်သီချင်းတွေတောင်သတိရသွားတယ် ဗဒင်အသံနဲ့ပါဆင်သလိုပဲဗျာ,Surprise,0.46808117628097534,PENDING,
1,Ugx6K32s1mqaSa7BQlx4AaABAg,Chord လေးလိုချင်တယ်,Neutral,0.4750872552394867,PENDING,
1,UgxnZii2tfs32upvwsF4AaABAg,ကိုထက်ကြီးရဲ့ vdကြည့်ပြီးသီချင်းကိုသိပြီးလာနားထောင်တာပါ,Joy,0.49796319007873535,PENDING,
1,UgzqfoUizkUCJtm2mLB4AaABAg,လိုင်းကားစီးတာနဲ့သီချင်းတစ်ပုဒ်ဖြစ်သွားတာပဲနော် ကျားပေါက်vibesနဲ့ခပ်ဆင်ဆင်ဆိုပေမယ့် ကျားပေါက်ခြေရာလောက်​တော့ဝေးနေအုန်းမှာပဲ ဘာကိုနားထောင်ပီဘာကိုကောင်းတာလဲ  မင်းတို့ကောင့်တွေ 😂,Neutral,0.5116857290267944,PENDING,
1,UgwGsx9r5Mz0jKatf3x4AaABAg,ကြိုက်ပြီဗျာ 🤍 ခုမှတွေ့လို့ 🥺,Anger,0.5158072710037231,PENDING,
1,UgyLpHcS-gJ5L-ZwJ_94AaABAg,စောက်ပေါသီချင်းကိုစောက်ပေါတေအများပြားကြိုက်တာတွေ့ရတယ်😂,Neutral,0.5206019878387451,PENDING,
1,UgyG8_Z1s-7JOgu2n_p4AaABAg,နောက်ဆုံးတော့တီးတော့ပေါ်ရောက်ပြန်ပြီ,Neutral,0.5239665508270264,PENDING,
1,UgzUrEW7bRt8g5vCsKJ4AaABAg,စပယ်ယာ အော်တဲ့‌စာသားလေးတွေ ပြောခဲ့ကြပါလား,Neutral,0.5270589590072632,PENDING,
1,UgwVfDzwCdN3rA3ztzh4AaABAg,ခေါင်းငုံံ့ပြီးတော့ နှုတ်တောင်မဆက်ခဲ့လိုက်ရပါဘူး မတွေ့ချင်လို့တဲ့😢,Surprise,0.5455125570297241,PENDING,
1,UgxNLKvx6a2x9NoiKUp4AaABAg,"ကြိုက်လိုက်တာဗျာ
ထွက်သမျှသီချင်းတွေ အကုန်မိုက်နေရောပဲ",Neutral,0.5483821034431458,PENDING,
1,Ugw3QX3xIRfafSsUwdp4AaABAg,စားသားတွေကထိတယ်,Neutral,0.5668464303016663,PENDING,
1,Ugys1DpzPt7kbw0tU3h4AaABAg,ကြိုက်တယ်ဗျာ,Anger,0.5820413827896118,PENDING,
1,UgxGPfZuCMKOhatvlQ14AaABAg,MC က ဗျုးဖို့လိုက်ရှာနေပြီ ပြေးထားတော့😂,Sadness,0.5883567333221436,PENDING,
1,UgzmNk-0tLyXACDBdBd4AaABAg,ဆွဲ ဆရာရေ စံပြစျေးမှာ အဖြေမရဘဲရေသောက်ကြီးပြန်လာတဲ့ညီလေးဆင်းမယ်ဆရာရေ,Joy,0.6018610596656799,PENDING,
1,UgxCXnaQGCnLgpVIvJ54AaABAg,ကုက္ကို့ပင်,Anger,0.6092203855514526,PENDING,
1,Ugw8TCH3tvT-g0B9Ial4AaABAg,ကိုကျားငယ်ငယ်တုံးက vibes တောင်ပြန်ရတယ် 🤘,Fear,0.6203126907348633,PENDING,
1,UgyVkxCUcJYF1HZ6Ymh4AaABAg,Chord လေးတင်ပေးပါအုံးခင်ဗျ,Neutral,0.6323068737983704,PENDING,
1,UgzD7cl0ZzFPvcQiTmh4AaABAg,"တကယ်ကောင်းပါတယ်
တကယ်ကိုကြိုက်ပါတယ်",Joy,0.6438149213790894,PENDING,
1,Ugz3636OXiu0zOZVrJp4AaABAg,album တစ်ခုလုံး ဘယ်လိုနားထောင်ရမလဲ,Sadness,0.6450676321983337,PENDING,
1,UgzuaCxRl3kGgldQwfx4AaABAg,1:36ကဘယ်သူတီးထားတာလဲဟ အကျွန်ကြီး😮,Sadness,0.6470630168914795,PENDING,
1,UgyXLejRiV6e9ZTsE3J4AaABAg,ကြိုက်တယ်ဗျာ ဒါမျိုး❤,Joy,0.6568894982337952,PENDING,
1,UgxG16HoafTaZhofsER4AaABAg,ဘဝမြင့်ရောက်မှရမယ်,Sadness,0.6672272682189941,PENDING,
1,UgzHlwNoAFr5v1wi93l4AaABAg,မင်းအကြောင်းမတွေးပဲအိပ်နိုင်အောင်ဘီယာဝင်ဝယ်မင်းအကြောင်းမတွေးပဲမနက်ဖြန်မှာငါရှင်သန်တော့မယ်,Neutral,0.6828851103782654,PENDING,
1,Ugyv6c5sK5yI63axXz54AaABAg,4:56 ကိုယ်ဘဲထင်နေတာလား -ီးလားဆိုတာကို Harmonyဆိုနေတာလားလို့,Neutral,0.6857731342315674,PENDING,
1,UgyxG0XXoEbvdoNoGPB4AaABAg,ကျားပေါက်အလွန်စောင့်ကြည့်ရမယ့်ခလေးတွေ မိုက်တယ် ကြိုးစား,Joy,0.6881033182144165,PENDING,
1,Ugwl1lVNVryDyTx2GhF4AaABAg,စုတ်ပျက်နေတာ ထပ်‌ေနတဲ့lyricsနဲ့ ဘယ်နားကောင်းတာလဲ,Neutral,0.6935602426528931,PENDING,
1,UgzPTVJjODlhH7q_BI94AaABAg,ပန့်လယး😊😊,Joy,0.700372576713562,PENDING,
1,UgxVgTRy9PL7PZs5M4V4AaABAg,"မြန်မာစာ တော်တော်
ကျွမ်းပုံပဲ သီချင်းရေးတဲ့လူက",Neutral,0.7056306600570679,PENDING,
1,Ugy6r9zfLdyXvJgYxyd4AaABAg,Chord လေးသိချင်တယ်,Joy,0.7319803237915039,PENDING,
1,Ugz-DfEIO9kAJhW5HA54AaABAg,သီချင်း‌တွေ ခပ်စိပ်စိပ်လုပ်နေတာ မိုက်တယ်,Joy,0.732151985168457,PENDING,
1,Ugx76Dm3x7Igs-dMfXl4AaABAg,​တေး​ရေးက ဘယ်သူလဲကွယ်,Sadness,0.7462515234947205,PENDING,
1,UgwWQ2oN86eN2_-0YJ54AaABAg,အလွင့်ကြီး,Joy,0.7699519991874695,PENDING,
1,UgwFKYy1UqH_L4ZH4Z14AaABAg,ကားခရှိလား😂,Anger,0.7818002700805664,PENDING,
1,UgxBgmoZeOQY3x5cPMx4AaABAg,1M views မှာ ကိုယ်ကတဝက်ပါမယ် 😂❤,Neutral,0.7850997447967529,PENDING,
